Type,Budget Amount,Fund,Department,Program,Account Type,Account,Budget Year
EXPENSE,465,General Fund,Community Svcs,Operations-Neighborhood Svcs,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,49,General Fund,Community Svcs,Volunteer/Human Svcs,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,46,General Fund,Community Svcs,Youth Employment,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,14610,General Fund,Community Svcs,Hrhrac Commission,Other Expense,Boards & Commissions,2012
EXPENSE,15000,General Fund,Community Svcs,Rcac Commission,Other Expense,Boards & Commissions,2012
EXPENSE,10000,General Fund,Community Svcs,Fair Housing Hearing Board,Other Expense,Boards & Commissions,2012
EXPENSE,7500,General Fund,Community Svcs,Operations-Neighborhood Svcs,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,9100,General Fund,Community Svcs,Volunteer/Human Svcs,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,3380,General Fund,Community Svcs,Youth Employment,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,145334,General Fund,Community Svcs,Volunteer/Human Svcs,Other Expense,Grant Match City Share,2012
EXPENSE,15000,General Fund,Community Svcs,Neighborhood Incentives Prog G,Other Expense,Human Service Agencies,2012
EXPENSE,4005,General Fund,Community Svcs,Adm-Comm Dev Svcs,Employee Benefits,Supplemental Retirement,2012
EXPENSE,14120,General Fund,Community Svcs,Operations-Neighborhood Svcs,Employee Benefits,Supplemental Retirement,2012
EXPENSE,1544,General Fund,Community Svcs,Youth Employment,Employee Benefits,Supplemental Retirement,2012
EXPENSE,9942,General Fund,Community Svcs,Adm-Comm Dev Svcs,Other Expense,To Isf-Sir Workers Comp,2012
EXPENSE,3388,General Fund,Community Svcs,Adm-Comm Dev Svcs,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,1332,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,40000,General Fund,Community Svcs,Adm-Comm Dev Svcs,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,283974,General Fund,Community Svcs,Youth Employment,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,4600,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,-1030,General Fund,Community Svcs,Adm-Comm Dev Svcs,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-5713,General Fund,Community Svcs,Operations-Neighborhood Svcs,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-515,General Fund,Community Svcs,Volunteer/Human Svcs,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-515,General Fund,Community Svcs,Youth Employment,Employee Benefits,Health Insurance Increment,2012
EXPENSE,2000,General Fund,Community Svcs,Dispute Resolution Prog,Direct Expenses,Special Projects & Programs,2012
EXPENSE,7000,General Fund,Community Svcs,Substance Abuse,Direct Expenses,Special Projects & Programs,2012
EXPENSE,1280,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,5735,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Computer Operations & Access,2012
EXPENSE,115,General Fund,Community Svcs,Adm-Comm Dev Svcs,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,500,General Fund,Community Svcs,Volunteer/Human Svcs,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,21800,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,16000,General Fund,Community Svcs,Operations-Neighborhood Svcs,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,8975,General Fund,Community Svcs,Youth Employment,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,6420,General Fund,Community Svcs,Adm-Comm Dev Svcs,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,8361,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Medicare,2012
EXPENSE,944,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,FICA Temp,2012
EXPENSE,10890,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Longevity,2012
EXPENSE,7500,General Fund,Public Affairs,Adm-General Govt,Miscellaneous,Promotions,2012
EXPENSE,39672,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Retirement,2012
EXPENSE,32400,General Fund,Public Affairs,Adm-General Govt,Miscellaneous,Advertising,2012
EXPENSE,563359,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Salaries-Ft,2012
EXPENSE,221,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Medicare Temp,2012
EXPENSE,200,General Fund,Public Affairs,Adm-General Govt,Miscellaneous,Mileage Reimb,2012
EXPENSE,8300,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Computer Lease,2012
EXPENSE,2363,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Merit Increase,2012
EXPENSE,91000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,21,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Range Increase,2012
EXPENSE,-4376,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,457 Plan Offset,2012
EXPENSE,-2363,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Earnings Offset,2012
EXPENSE,3440,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Office Supplies,2012
EXPENSE,2681,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Photocopy Maint,2012
EXPENSE,1000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Small Equipment,2012
EXPENSE,35751,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Social Security,2012
EXPENSE,3753,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Dental Insurance,2012
EXPENSE,62247,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Health Insurance,2012
EXPENSE,200,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Rental-Equipment,2012
EXPENSE,3229,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Expense Allowance,2012
EXPENSE,4000,General Fund,Public Affairs,Adm-General Govt,Capital Equipment,Audio Visual Equip,2012
EXPENSE,519,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,2000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Wireless Data Comm,2012
EXPENSE,1000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,21000,General Fund,Public Affairs,Adm-General Govt,Capital Equipment,Tv Production Equip,2012
EXPENSE,550,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Repairs-Office Equip,2012
EXPENSE,8000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,700,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Broadband/Internet Fees,2012
EXPENSE,2000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Service Contracts-Other,2012
EXPENSE,13260,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Supplemental Retirement,2012
EXPENSE,8537,General Fund,Public Affairs,Adm-General Govt,Other Expense,To Isf-Sir Workers Comp,2012
EXPENSE,300,General Fund,Public Affairs,Adm-General Govt,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,2000,General Fund,Public Affairs,Adm-General Govt,Capital Equipment,Office Furniture & Equip,2012
EXPENSE,12000,General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,150,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,-5629,General Fund,Public Affairs,Adm-General Govt,Employee Benefits,Health Insurance Increment,2012
EXPENSE,2000,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Computer Operations & Access,2012
EXPENSE,1500,General Fund,Public Affairs,Adm-General Govt,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,5700,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,900,General Fund,Public Affairs,Adm-General Govt,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,405131,General Fund,Fire Operations,Fire Program,Employee Benefits,Medicare,2012
EXPENSE,5000,General Fund,Fire Operations,Fire Program,Direct Expenses,Chemicals,2012
EXPENSE,114055,General Fund,Fire Operations,Fire Program,Employee Benefits,FICA Temp,2012
EXPENSE,648821,General Fund,Fire Operations,Fire Program,Salaries and Wages,Longevity,2012
EXPENSE,1922277,General Fund,Fire Operations,Fire Program,Employee Benefits,Retirement,2012
EXPENSE,1300000,General Fund,Fire Operations,Fire Program,Salaries and Wages,Holiday Pay,2012
EXPENSE,27133688,General Fund,Fire Operations,Fire Program,Salaries and Wages,Salaries-Ft,2012
EXPENSE,26674,General Fund,Fire Operations,Fire Program,Employee Benefits,Medicare Temp,2012
EXPENSE,10000,General Fund,Fire Operations,Fire Program,Miscellaneous,Mileage Reimb,2012
EXPENSE,65072,General Fund,Fire Operations,Fire Program,Direct Expenses,Computer Lease,2012
EXPENSE,156186,General Fund,Fire Operations,Fire Program,Salaries and Wages,Merit Increase,2012
EXPENSE,1000,General Fund,Fire Operations,Fire Program,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1370,General Fund,Fire Operations,Fire Program,Salaries and Wages,Range Increase,2012
EXPENSE,-260202,General Fund,Fire Operations,Fire Program,Employee Benefits,457 Plan Offset,2012
EXPENSE,-156186,General Fund,Fire Operations,Fire Program,Salaries and Wages,Earnings Offset,2012
EXPENSE,9100,General Fund,Fire Operations,Fire Program,Direct Expenses,Office Supplies,2012
EXPENSE,3942,General Fund,Fire Operations,Fire Program,Direct Expenses,Photocopy Maint,2012
EXPENSE,114055,General Fund,Fire Operations,Fire Program,Employee Benefits,Retirement Temp,2012
EXPENSE,42000,General Fund,Fire Operations,Fire Program,Direct Expenses,Small Equipment,2012
EXPENSE,1732284,General Fund,Fire Operations,Fire Program,Employee Benefits,Social Security,2012
EXPENSE,231410,General Fund,Fire Operations,Fire Program,Employee Benefits,Dental Insurance,2012
EXPENSE,4436336,General Fund,Fire Operations,Fire Program,Employee Benefits,Health Insurance,2012
EXPENSE,25146,General Fund,Fire Operations,Fire Program,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,74400,General Fund,Fire Operations,Fire Program,Direct Expenses,Wireless Data Comm,2012
EXPENSE,8200,General Fund,Fire Operations,Fire Program,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,422844,General Fund,Fire Operations,Fire Program,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,564712,General Fund,Fire Operations,Fire Program,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,30000,General Fund,Fire Operations,Fire Program,Direct Expenses,Broadband/Internet Fees,2012
EXPENSE,89875,General Fund,Fire Operations,Fire Program,Direct Expenses,Safety/Medical Supplies,2012
EXPENSE,788492,General Fund,Fire Operations,Fire Program,Employee Benefits,Supplemental Retirement,2012
EXPENSE,10000,General Fund,Fire Operations,Fire Program,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,539600,General Fund,Fire Operations,Fire Program,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,-401164,General Fund,Fire Operations,Fire Program,Employee Benefits,Health Insurance Increment,2012
EXPENSE,1000,General Fund,Fire Operations,Fire Program,Direct Expenses,Telephone/Comm (Hard Lines),2012
EXPENSE,42800,General Fund,Fire Operations,Fire Program,Direct Expenses,Computer Operations & Access,2012
EXPENSE,11270,General Fund,Fire Operations,Fire Program,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,69700,General Fund,Fire Operations,Fire Program,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,30000,General Fund,Fire Operations,Fire Program,Direct Expenses,Cellular/Wireless Voice Lines,2012
EXPENSE,250,General Fund,Fire Operations,Fire Program,Direct Expenses,Copier Maintenance/Impressions,2012
EXPENSE,6947,General Fund,Human Resources,Adm-Personnel,Employee Benefits,Medicare,2012
EXPENSE,2905,General Fund,Human Resources,Recruit & Select/Empl Rel,Employee Benefits,Medicare,2012
EXPENSE,3972,General Fund,Human Resources,"""Class, Pay & Benefits",Employee Benefits,Medicare,2012
EXPENSE,2543,General Fund,Human Resources,Training/Career Devel,Employee Benefits,Medicare,2012
EXPENSE,3471,General Fund,Human Resources,Empl Health/Wellness,Employee Benefits,Medicare,2012
EXPENSE,3243,General Fund,Human Resources,Personnel Safety,Employee Benefits,Medicare,2012
EXPENSE,1485,General Fund,Human Resources,Tech & Spcl Proj-Personnel,Employee Benefits,Medicare,2012
EXPENSE,710,General Fund,Human Resources,Empl Health/Wellness,Direct Expenses,Uniforms,2012
EXPENSE,3982,General Fund,Human Resources,Adm-Personnel,Employee Benefits,FICA Temp,2012
EXPENSE,310,General Fund,Human Resources,Training/Career Devel,Employee Benefits,FICA Temp,2012
EXPENSE,422,General Fund,Human Resources,Personnel Safety,Employee Benefits,FICA Temp,2012
EXPENSE,10598,General Fund,Human Resources,Adm-Personnel,Salaries and Wages,Longevity,2012
EXPENSE,4402,General Fund,Human Resources,Recruit & Select/Empl Rel,Salaries and Wages,Longevity,2012
EXPENSE,1227,General Fund,Human Resources,"""Class, Pay & Benefits",Salaries and Wages,Longevity,2012
EXPENSE,941,General Fund,Human Resources,Training/Career Devel,Salaries and Wages,Longevity,2012
EXPENSE,3622,General Fund,Human Resources,Empl Health/Wellness,Salaries and Wages,Longevity,2012
EXPENSE,4223,General Fund,Human Resources,Personnel Safety,Salaries and Wages,Longevity,2012
EXPENSE,4128,General Fund,Human Resources,Tech & Spcl Proj-Personnel,Salaries and Wages,Longevity,2012
EXPENSE,32963,General Fund,Human Resources,Adm-Personnel,Employee Benefits,Retirement,2012
EXPENSE,13782,General Fund,Human Resources,Recruit & Select/Empl Rel,Employee Benefits,Retirement,2012
EXPENSE,18847,General Fund,Human Resources,"""Class, Pay & Benefits",Employee Benefits,Retirement,2012
EXPENSE,12065,General Fund,Human Resources,Training/Career Devel,Employee Benefits,Retirement,2012
EXPENSE,16469,General Fund,Human Resources,Empl Health/Wellness,Employee Benefits,Retirement,2012
EXPENSE,15387,General Fund,Human Resources,Personnel Safety,Employee Benefits,Retirement,2012
EXPENSE,7047,General Fund,Human Resources,Tech & Spcl Proj-Personnel,Employee Benefits,Retirement,2012
EXPENSE,15000,General Fund,Human Resources,Recruit & Select/Empl Rel,Miscellaneous,Advertising,2012
EXPENSE,466765,General Fund,Human Resources,Adm-Personnel,Salaries and Wages,Salaries-Ft,2012
EXPENSE,195188,General Fund,Human Resources,Recruit & Select/Empl Rel,Salaries and Wages,Salaries-Ft,2012
EXPENSE,271143,General Fund,Human Resources,"""Class, Pay & Benefits",Salaries and Wages,Salaries-Ft,2012
EXPENSE,174038,General Fund,Human Resources,Training/Career Devel,Salaries and Wages,Salaries-Ft,2012
EXPENSE,233839,General Fund,Human Resources,Empl Health/Wellness,Salaries and Wages,Salaries-Ft,2012
EXPENSE,218500,General Fund,Human Resources,Personnel Safety,Salaries and Wages,Salaries-Ft,2012
EXPENSE,98297,General Fund,Human Resources,Tech & Spcl Proj-Personnel,Salaries and Wages,Salaries-Ft,2012
EXPENSE,5000,General Fund,Human Resources,Training/Career Devel,Salaries and Wages,Incentive Pay,2012
EXPENSE,931,General Fund,Human Resources,Adm-Personnel,Employee Benefits,Medicare Temp,2012
EXPENSE,72,General Fund,Human Resources,Training/Career Devel,Employee Benefits,Medicare Temp,2012
EXPENSE,99,General Fund,Human Resources,Personnel Safety,Employee Benefits,Medicare Temp,2012
EXPENSE,300,General Fund,Human Resources,Training/Career Devel,Miscellaneous,Mileage Reimb,2012
EXPENSE,200,General Fund,Human Resources,Empl Health/Wellness,Miscellaneous,Mileage Reimb,2012
EXPENSE,5440,General Fund,Human Resources,Adm-Personnel,Direct Expenses,Computer Lease,2012
EXPENSE,2828,General Fund,Human Resources,Recruit & Select/Empl Rel,Direct Expenses,Computer Lease,2012
EXPENSE,2181,General Fund,Human Resources,"""Class, Pay & Benefits",Direct Expenses,Computer Lease,2012
EXPENSE,3742,General Fund,Human Resources,Training/Career Devel,Direct Expenses,Computer Lease,2012
EXPENSE,2208,General Fund,Human Resources,Empl Health/Wellness,Direct Expenses,Computer Lease,2012
EXPENSE,6438,General Fund,Human Resources,Personnel Safety,Direct Expenses,Computer Lease,2012
EXPENSE,1730,General Fund,Human Resources,Adm-Personnel,Salaries and Wages,Merit Increase,2012
EXPENSE,729,General Fund,Human Resources,Recruit & Select/Empl Rel,Salaries and Wages,Merit Increase,2012
EXPENSE,1549,General Fund,Human Resources,"""Class, Pay & Benefits",Salaries and Wages,Merit Increase,2012
EXPENSE,376,General Fund,Human Resources,Training/Career Devel,Salaries and Wages,Merit Increase,2012
EXPENSE,1901,General Fund,Human Resources,Empl Health/Wellness,Salaries and Wages,Merit Increase,2012
EXPENSE,915,General Fund,Human Resources,Personnel Safety,Salaries and Wages,Merit Increase,2012
EXPENSE,2231,General Fund,Human Resources,Adm-Personnel,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1000,General Fund,Human Resources,Recruit & Select/Empl Rel,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,4600,General Fund,Human Resources,"""Class, Pay & Benefits",Direct Expenses,Print Copy-Rmb,2012
EXPENSE,5000,General Fund,Human Resources,Training/Career Devel,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,319,General Fund,Human Resources,Empl Health/Wellness,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,1000,General Fund,Human Resources,Personnel Safety,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,21,General Fund,Human Resources,Adm-Personnel,Salaries and Wages,Range Increase,2012
EXPENSE,7,General Fund,Human Resources,Recruit & Select/Empl Rel,Salaries and Wages,Range Increase,2012
EXPENSE,20,General Fund,Human Resources,"""Class, Pay & Benefits",Salaries and Wages,Range Increase,2012
EXPENSE,7,General Fund,Human Resources,Training/Career Devel,Salaries and Wages,Range Increase,2012
EXPENSE,17,General Fund,Human Resources,Empl Health/Wellness,Salaries and Wages,Range Increase,2012
EXPENSE,12,General Fund,Human Resources,Personnel Safety,Salaries and Wages,Range Increase,2012
EXPENSE,-3945,General Fund,Human Resources,Adm-Personnel,Employee Benefits,457 Plan Offset,2012
